idade,sexo,cor_raca,anos_estudo,setor,regiao,rendimento_hora
25,F,Branca,13,Servicos,Sul,9.375
25,M,Branca,13,Agricultura,Sul,11.875
48,F,Branca,12,Servicos,Sul,8.125
25,M,Branca,16,Agricultura,Sul,12.5
50,F,Branca,9,Comercio,Sul,9.5
31,M,Branca,13,Construcao,Sul,20.5
23,M,Branca,13,Comercio,Sul,22.5
55,M,Branca,16,Comercio,Sul,31.25
22,F,Branca,15,Servicos,Sul,6.25
25,M,Branca,16,Servicos,Sul,11.25
43,M,Branca,16,Industria,Sul,25.0
69,M,Branca,16,Comercio,Sul,15.625
34,M,Branca,12,Industria,Sul,15.625
65,M,Branca,5,Comercio,Sul,9.375
33,M,Branca,15,Agricultura,Sul,31.25
32,F,Branca,16,Servicos,Sul,16.25
58,M,Branca,5,Industria,Sul,25.0
21,M,Branca,12,Industria,Sul,12.5
33,F,Preta,12,Servicos,Sul,12.5
35,M,Branca,12,Construcao,Sul,12.5
45,F,Parda,11,Comercio,Sul,9.375
30,M,Parda,12,Agricultura,Sul,9.375
45,M,Branca,9,Comercio,Sul,9.375
37,F,Branca,7,Agricultura,Sul,10.625
19,F,Branca,12,Agricultura,Sul,8.125
18,F,Branca,11,Servicos,Sul,5.0
26,F,Parda,12,Comercio,Sul,12.5
20,M,Parda,10,Comercio,Sul,12.5
44,F,Branca,12,Industria,Sul,10.625
53,M,Branca,9,Construcao,Sul,9.375
48,F,Branca,12,Servicos,Sul,18.75
27,F,Branca,16,Comercio,Sul,15.625
54,M,Parda,5,Agricultura,Sul,3.125
52,F,Branca,5,Agricultura,Sul,11.25
43,M,Branca,10,Agricultura,Sul,9.375
41,M,Branca,12,Industria,Sul,21.875
35,M,Branca,1,Industria,Sul,9.375
35,M,Parda,12,Agricultura,Sul,31.25
26,M,Branca,12,Agricultura,Sul,11.25
29,F,Parda,9,Comercio,Sul,8.75
45,M,Branca,9,Agricultura,Sul,12.5
22,M,Parda,13,Agricultura,Sul,12.5
18,M,Parda,11,Agricultura,Sul,12.5
62,M,Branca,6,Construcao,Sul,18.75
21,M,Parda,9,Agricultura,Sul,10.0
18,F,Branca,11,Servicos,Sul,7.5
37,M,Parda,8,Agricultura,Sul,11.25
53,F,Branca,4,Servicos,Sul,4.375
55,M,Branca,1,Agricultura,Sul,9.375
33,F,Branca,2,Agricultura,Sul,9.375
37,M,Branca,10,Agricultura,Sul,12.5
36,F,Branca,12,Servicos,Sul,9.375
40,M,Preta,9,Agricultura,Sul,9.375
38,F,Parda,12,Servicos,Sul,15.625
56,M,Branca,12,Comercio,Sul,20.625
44,F,Branca,9,Comercio,Sul,31.25
28,F,Branca,16,Comercio,Sul,20.0
58,M,Parda,5,Agricultura,Sul,15.15
22,M,Branca,9,Agricultura,Sul,10.625
25,M,Parda,13,Industria,Sul,22.5
32,M,Parda,10,Agricultura,Sul,17.5
39,F,Branca,9,Comercio,Sul,7.575
40,M,Branca,5,Agricultura,Sul,10.0
21,M,Branca,12,Agricultura,Sul,11.25
42,F,Parda,1,Agricultura,Sul,12.5
22,F,Parda,14,Servicos,Sul,15.0
22,M,Branca,12,Industria,Sul,15.0
39,F,Branca,16,Servicos,Sul,25.0
21,F,Branca,12,Industria,Sul,6.25
37,F,Branca,16,Servicos,Sul,20.625
32,M,Parda,15,Industria,Sul,16.25
26,F,Parda,12,Servicos,Sul,9.0625
48,F,Branca,12,Servicos,Sul,12.5
39,M,Parda,9,Construcao,Sul,9.375
43,F,Branca,16,Servicos,Sul,31.25
45,M,Branca,9,Agricultura,Sul,18.75
35,F,Branca,12,Servicos,Sul,3.125
40,M,Branca,4,Agricultura,Sul,17.5
43,F,Branca,6,Agricultura,Sul,11.875
57,M,Parda,0,Agricultura,Sul,11.25
38,M,Amarela,0,Agricultura,Sul,11.25
36,M,Parda,0,Agricultura,Sul,11.25
48,F,Parda,5,Agricultura,Sul,10.3125
51,M,Parda,5,Agricultura,Sul,12.5
44,M,Branca,5,Agricultura,Sul,18.75
26,M,Branca,12,Agricultura,Sul,9.75
42,M,Branca,12,Industria,Sul,10.0
54,F,Branca,11,Industria,Sul,6.875
22,M,Branca,14,Comercio,Sul,12.1875
63,F,Branca,16,Comercio,Sul,31.25
32,F,Branca,16,Comercio,Sul,12.5
46,F,Branca,16,Servicos,Sul,31.25
40,F,Branca,14,Industria,Sul,18.75
24,M,Branca,12,Servicos,Sul,11.25
18,M,Branca,12,Comercio,Sul,8.125
39,F,Branca,16,Servicos,Sul,31.25
50,F,Branca,16,Servicos,Sul,28.125
18,M,Preta,12,Industria,Sul,11.25
21,F,Branca,11,Comercio,Sul,12.5
24,M,Branca,12,Comercio,Sul,10.625
47,M,Branca,5,Agricultura,Sul,12.5
45,F,Branca,12,Agricultura,Sul,12.5
52,F,Branca,12,Servicos,Sul,11.25
54,M,Branca,9,Industria,Sul,12.5
24,F,Branca,16,Servicos,Sul,17.5
53,F,Branca,9,Servicos,Sul,9.375
37,M,Branca,9,Industria,Sul,8.125
26,F,Branca,9,Industria,Sul,7.5
57,M,Branca,0,Agricultura,Sul,9.375
53,M,Branca,0,Agricultura,Sul,8.125
50,M,Parda,4,Agricultura,Sul,8.1375
50,F,Parda,7,Agricultura,Sul,8.1375
18,M,Parda,10,Agricultura,Sul,8.1375
31,M,Branca,5,Agricultura,Sul,19.375
38,M,Parda,6,Agricultura,Sul,10.0
20,M,Parda,12,Agricultura,Sul,11.25
19,M,Parda,12,Agricultura,Sul,7.5
33,M,Parda,0,Agricultura,Sul,8.125
34,M,Branca,12,Agricultura,Sul,12.5
31,F,Branca,12,Servicos,Sul,8.75
52,M,Parda,9,Agricultura,Sul,15.625
36,F,Branca,9,Servicos,Sul,10.625
62,M,Branca,12,Servicos,Sul,28.125
51,F,Branca,12,Servicos,Sul,13.125
43,M,Parda,8,Agricultura,Sul,9.375
36,F,Parda,9,Agricultura,Sul,8.75
26,F,Parda,12,Agricultura,Sul,9.375
31,M,Parda,10,Agricultura,Sul,23.125
31,F,Parda,11,Industria,Sul,8.1375
35,M,Branca,11,Industria,Sul,15.625
36,F,Branca,12,Servicos,Sul,18.75
18,F,Branca,12,Industria,Sul,9.375
20,M,Branca,9,Industria,Sul,4.375
24,M,Parda,12,Industria,Sul,12.5
21,F,Parda,10,Industria,Sul,12.5
25,M,Branca,12,Industria,Sul,25.0
23,F,Branca,10,Comercio,Sul,8.125
59,M,Parda,4,Industria,Sul,8.125
20,M,Parda,10,Industria,Sul,11.25
33,M,Branca,9,Servicos,Sul,8.1375
55,M,Parda,9,Servicos,Sul,14.375
32,F,Parda,5,Servicos,Sul,7.5
43,M,Branca,10,Industria,Sul,25.0
42,F,Branca,11,Servicos,Sul,15.0
21,M,Branca,12,Industria,Sul,12.5
44,M,Branca,16,Industria,Sul,31.25
47,F,Branca,12,Comercio,Sul,31.25
24,F,Branca,16,Agricultura,Sul,18.75
45,F,Branca,12,Comercio,Sul,28.125
42,F,Branca,16,Servicos,Sul,18.75
38,M,Branca,12,Industria,Sul,25.0
33,F,Branca,12,Comercio,Sul,18.75
49,M,Parda,3,Industria,Sul,18.75
43,F,Branca,12,Industria,Sul,18.75
23,M,Branca,12,Industria,Sul,18.75
46,M,Branca,9,Industria,Sul,10.0
21,M,Branca,12,Industria,Sul,10.0
64,M,Branca,0,Comercio,Sul,18.75
59,F,Branca,0,Comercio,Sul,31.25
35,F,Branca,13,Servicos,Sul,25.0
36,M,Branca,13,Servicos,Sul,18.75
36,M,Branca,12,Industria,Sul,8.1375
23,F,Branca,13,Agricultura,Sul,12.55
25,M,Parda,11,Agricultura,Sul,11.875
25,M,Branca,12,Agricultura,Sul,11.25
24,F,Branca,12,Agricultura,Sul,14.375
58,M,Branca,15,Industria,Sul,24.375
33,F,Branca,12,Agricultura,Sul,10.0
37,M,Branca,12,Construcao,Sul,17.5
43,M,Branca,12,Agricultura,Sul,10.625
21,F,Branca,8,Agricultura,Sul,8.75
51,M,Preta,0,Agricultura,Sul,28.125
60,M,Branca,5,Servicos,Sul,8.125
58,F,Branca,5,Servicos,Sul,8.125
51,M,Branca,5,Industria,Sul,15.625
53,F,Branca,5,Industria,Sul,12.5
27,M,Branca,13,Comercio,Sul,13.75
44,M,Branca,7,Industria,Sul,10.0
52,F,Branca,2,Servicos,Sul,10.0
30,M,Branca,12,Industria,Sul,11.875
36,M,Parda,6,Industria,Sul,15.0
20,F,Parda,12,Construcao,Sul,7.5
18,F,Branca,11,Comercio,Sul,7.5
57,F,Parda,7,Servicos,Sul,10.0
20,M,Parda,14,Comercio,Sul,5.0
69,F,Branca,12,Servicos,Sul,18.75
37,M,Branca,12,Agricultura,Sul,15.625
64,M,Parda,9,Servicos,Sul,11.25
48,F,Parda,6,Industria,Sul,3.125
44,M,Branca,16,Comercio,Sul,18.75
42,F,Branca,16,Servicos,Sul,8.75
58,M,Branca,16,Industria,Sul,15.625
59,M,Branca,7,Agricultura,Sul,31.25
64,F,Branca,5,Agricultura,Sul,6.25
29,F,Branca,5,Agricultura,Sul,9.375
69,M,Branca,2,Industria,Sul,9.375
52,M,Branca,5,Industria,Sul,6.25
49,F,Branca,6,Industria,Sul,6.25
32,F,Branca,5,Industria,Sul,7.5
31,M,Preta,15,Agricultura,Sul,22.5
29,F,Branca,15,Agricultura,Sul,14.375
52,M,Branca,12,Industria,Sul,12.5
40,F,Branca,10,Industria,Sul,9.375
29,M,Branca,10,Agricultura,Sul,21.875
19,F,Branca,9,Comercio,Sul,9.375
63,M,Branca,0,Servicos,Sul,1.875
61,M,Branca,3,Agricultura,Sul,11.875
31,F,Branca,9,Comercio,Sul,8.0625
29,M,Branca,7,Industria,Sul,7.5
23,M,Branca,15,Servicos,Sul,15.625
36,M,Branca,15,Servicos,Sul,18.75
33,F,Branca,16,Servicos,Sul,18.75
40,M,Branca,15,Agricultura,Sul,15.625
35,F,Parda,16,Servicos,Sul,15.625
41,M,Parda,12,Industria,Sul,25.0
37,F,Branca,16,Servicos,Sul,15.625
34,M,Parda,16,Construcao,Sul,15.625
48,M,Branca,16,Industria,Sul,31.25
42,M,Parda,12,Construcao,Sul,12.5
48,M,Branca,16,Comercio,Sul,31.25
47,F,Branca,16,Comercio,Sul,31.25
31,M,Branca,10,Agricultura,Sul,6.25
23,M,Branca,10,Industria,Sul,31.25
69,M,Branca,8,Construcao,Sul,18.75
64,M,Branca,9,Construcao,Sul,18.75
55,F,Branca,9,Servicos,Sul,18.75
32,M,Branca,16,Comercio,Sul,15.625
63,M,Branca,12,Construcao,Sul,21.875
27,M,Branca,12,Industria,Sul,8.125
25,M,Branca,15,Servicos,Sul,20.0
37,M,Branca,16,Comercio,Sul,31.25
29,F,Branca,12,Comercio,Sul,31.25
26,F,Branca,16,Comercio,Sul,18.75
32,F,Preta,16,Comercio,Sul,9.375
27,M,Branca,16,Industria,Sul,16.25
49,M,Branca,8,Agricultura,Sul,15.625
47,F,Branca,12,Industria,Sul,12.5
51,F,Branca,12,Construcao,Sul,18.75
40,M,Branca,16,Servicos,Sul,28.125
30,F,Branca,12,Agricultura,Sul,9.375
43,M,Branca,6,Servicos,Sul,18.75
21,F,Branca,13,Servicos,Sul,10.625
23,M,Branca,8,Agricultura,Sul,12.5
38,M,Branca,16,Industria,Sul,25.0
35,F,Branca,16,Industria,Sul,25.0
28,M,Branca,11,Industria,Sul,15.625
30,F,Branca,12,Servicos,Sul,12.5
58,M,Branca,5,Servicos,Sul,18.75
28,M,Branca,9,Industria,Sul,18.75
25,F,Branca,12,Construcao,Sul,11.25
26,M,Branca,12,Construcao,Sul,12.5
26,M,Branca,12,Industria,Sul,12.5
57,M,Branca,12,Industria,Sul,18.75
51,F,Branca,12,Industria,Sul,15.625
64,M,Branca,6,Industria,Sul,11.25
28,M,Branca,12,Industria,Sul,8.125
48,F,Branca,16,Servicos,Sul,18.75
42,M,Branca,16,Comercio,Sul,32.5
60,F,Branca,12,Comercio,Sul,16.25
30,M,Branca,16,Servicos,Sul,18.75
30,F,Branca,16,Comercio,Sul,16.25
63,F,Branca,12,Servicos,Sul,8.1375
72,M,Branca,12,Servicos,Sul,8.1375
45,M,Branca,4,Agricultura,Sul,12.5
44,F,Parda,12,Servicos,Sul,12.5
43,M,Parda,6,Agricultura,Sul,13.125
36,M,Branca,12,Industria,Sul,15.625
28,F,Parda,12,Servicos,Sul,9.375
50,F,Branca,12,Industria,Sul,15.625
27,F,Branca,16,Servicos,Sul,12.5
65,F,Branca,9,Servicos,Sul,8.1375
66,M,Branca,5,Industria,Sul,8.1375
36,F,Branca,15,Servicos,Sul,15.625
57,F,Branca,12,Industria,Sul,9.375
25,F,Branca,16,Comercio,Sul,9.375
55,M,Branca,12,Servicos,Sul,14.375
52,F,Branca,5,Agricultura,Sul,9.375
63,M,Branca,9,Agricultura,Sul,15.625
52,F,Branca,9,Servicos,Sul,12.5
24,M,Branca,12,Agricultura,Sul,13.75
41,M,Parda,12,Agricultura,Sul,14.375
33,F,Parda,12,Agricultura,Sul,14.375
44,M,Branca,9,Industria,Sul,8.75
58,F,Branca,12,Agricultura,Sul,18.75
39,M,Parda,12,Servicos,Sul,1.875
34,F,Branca,12,Comercio,Sul,3.125
48,M,Branca,4,Comercio,Sul,12.5
40,M,Branca,12,Servicos,Sul,15.0
35,F,Branca,12,Agricultura,Sul,10.0
24,F,Branca,12,Agricultura,Sul,12.5
34,M,Branca,16,Servicos,Sul,21.875
30,F,Branca,12,Agricultura,Sul,12.5
64,F,Branca,9,Servicos,Sul,12.5
64,M,Branca,16,Comercio,Sul,8.25
52,F,Branca,16,Comercio,Sul,8.25
21,M,Branca,15,Servicos,Sul,8.25
29,M,Branca,14,Servicos,Sul,14.375
30,F,Parda,13,Servicos,Sul,13.125
59,M,Branca,9,Comercio,Sul,6.25
66,M,Branca,16,Industria,Sul,21.25
41,M,Branca,12,Comercio,Sul,25.0
38,F,Branca,12,Servicos,Sul,9.375
47,F,Branca,12,Servicos,Sul,31.25
24,M,Branca,16,Agricultura,Sul,13.75
40,F,Branca,16,Servicos,Sul,18.75
45,M,Branca,8,Industria,Sul,31.25
45,F,Branca,12,Servicos,Sul,7.5
56,M,Branca,12,Industria,Sul,15.625
45,F,Branca,16,Comercio,Sul,9.375
45,M,Branca,16,Comercio,Sul,21.875
33,M,Preta,12,Agricultura,Sul,17.5
30,F,Parda,12,Servicos,Sul,9.375
52,F,Parda,9,Servicos,Sul,9.375
58,M,Branca,8,Servicos,Sul,9.375
59,M,Branca,12,Industria,Sul,25.0
29,M,Branca,16,Industria,Sul,18.75
33,F,Branca,12,Industria,Sul,9.375
38,M,Branca,9,Agricultura,Sul,9.375
40,M,Branca,12,Agricultura,Sul,25.625
29,M,Branca,12,Industria,Sul,18.75
47,M,Branca,12,Agricultura,Sul,12.5
40,F,Branca,9,Agricultura,Sul,12.5
20,M,Branca,12,Agricultura,Sul,12.5
66,M,Branca,4,Construcao,Sul,12.5
47,F,Branca,5,Agricultura,Sul,6.25
20,F,Branca,9,Industria,Sul,10.0
23,F,Branca,16,Comercio,Sul,17.5
53,M,Branca,16,Comercio,Sul,31.25
28,F,Branca,16,Comercio,Sul,31.25
51,F,Branca,9,Agricultura,Sul,15.0
26,M,Parda,9,Agricultura,Sul,11.25
23,M,Preta,12,Agricultura,Sul,12.5
20,F,Branca,12,Industria,Sul,9.375
47,F,Branca,9,Comercio,Sul,31.25
35,F,Branca,14,Construcao,Sul,21.875
35,M,Branca,12,Construcao,Sul,31.25
38,F,Branca,12,Servicos,Sul,15.625
39,M,Branca,12,Servicos,Sul,15.625
58,M,Branca,12,Agricultura,Sul,11.25
35,M,Branca,15,Servicos,Sul,25.0
30,F,Branca,13,Servicos,Sul,16.25
45,M,Branca,8,Agricultura,Sul,18.75
49,F,Branca,5,Servicos,Sul,13.125
43,M,Branca,8,Agricultura,Sul,12.5
42,F,Branca,8,Agricultura,Sul,10.0
24,M,Branca,11,Construcao,Sul,11.25
22,M,Branca,11,Comercio,Sul,10.0
48,M,Branca,9,Construcao,Sul,18.75
31,F,Branca,12,Comercio,Sul,11.25
31,M,Branca,12,Comercio,Sul,10.625
46,M,Branca,6,Agricultura,Sul,17.5
40,F,Branca,6,Servicos,Sul,7.575
21,M,Branca,12,Agricultura,Sul,15.625
34,M,Branca,12,Agricultura,Sul,31.25
32,F,Branca,13,Comercio,Sul,31.25
32,M,Branca,12,Agricultura,Sul,25.0
30,F,Branca,12,Comercio,Sul,9.375
54,M,Branca,9,Industria,Sul,12.5
46,F,Branca,8,Servicos,Sul,7.575
36,M,Branca,12,Industria,Sul,18.75
45,F,Branca,16,Servicos,Sul,15.625
31,M,Branca,12,Construcao,Sul,15.625
29,F,Branca,12,Servicos,Sul,12.5
49,F,Branca,9,Agricultura,Sul,13.125
59,M,Branca,9,Industria,Sul,12.5
58,F,Branca,16,Servicos,Sul,31.25
23,M,Preta,12,Comercio,Sul,21.875
22,F,Branca,12,Industria,Sul,10.0
42,M,Branca,16,Agricultura,Sul,31.25
55,F,Branca,5,Servicos,Sul,7.5
42,M,Branca,12,Agricultura,Sul,15.625
23,F,Branca,12,Agricultura,Sul,18.75
24,M,Branca,13,Agricultura,Sul,15.625
41,M,Parda,12,Agricultura,Sul,15.625
47,F,Branca,11,Industria,Sul,14.375
19,M,Branca,12,Agricultura,Sul,9.375
36,M,Branca,12,Comercio,Sul,18.75
31,F,Branca,12,Agricultura,Sul,11.25
27,F,Branca,8,Servicos,Sul,4.375
64,M,Branca,0,Industria,Sul,6.25
49,M,Branca,12,Industria,Sul,25.0
45,F,Branca,12,Agricultura,Sul,25.0
47,F,Branca,5,Servicos,Sul,1.875
56,M,Branca,12,Agricultura,Sul,18.75
53,F,Branca,16,Servicos,Sul,25.0
39,F,Branca,15,Industria,Sul,12.5
55,F,Branca,9,Servicos,Sul,12.5
31,M,Branca,16,Comercio,Sul,18.75
21,F,Branca,12,Industria,Sul,3.75
62,F,Preta,1,Comercio,Sul,8.75
63,F,Preta,7,Comercio,Sul,8.125
59,F,Preta,6,Comercio,Sul,8.125
37,M,Preta,11,Comercio,Sul,8.125
21,F,Branca,12,Comercio,Sul,6.875
24,M,Preta,12,Construcao,Sul,12.5
61,M,Preta,0,Industria,Sul,3.75
21,F,Branca,12,Servicos,Sul,10.625
39,F,Branca,12,Servicos,Sul,25.0
19,F,Parda,12,Servicos,Sul,5.625
28,F,Branca,16,Servicos,Sul,16.25
30,M,Branca,16,Comercio,Sul,25.0
42,F,Branca,6,Servicos,Sul,10.0
21,F,Branca,14,Servicos,Sul,12.5
46,F,Branca,16,Servicos,Sul,28.125
51,F,Branca,16,Servicos,Sul,31.25
29,M,Branca,12,Industria,Sul,12.5
57,F,Branca,16,Servicos,Sul,20.0
25,F,Branca,9,Industria,Sul,13.75
28,M,Branca,11,Industria,Sul,11.875
55,M,Branca,12,Servicos,Sul,12.5
54,F,Branca,8,Industria,Sul,12.5
50,M,Branca,5,Industria,Sul,12.5
30,F,Branca,12,Servicos,Sul,18.75
36,M,Branca,12,Industria,Sul,18.75
38,F,Branca,16,Servicos,Sul,23.125
31,M,Branca,12,Agricultura,Sul,18.75
49,M,Branca,12,Agricultura,Sul,7.5
43,F,Branca,16,Servicos,Sul,8.125
40,M,Branca,9,Comercio,Sul,18.75
44,F,Branca,13,Comercio,Sul,16.25
49,M,Branca,12,Servicos,Sul,1.25
47,F,Branca,7,Servicos,Sul,3.75
24,M,Branca,12,Industria,Sul,15.625
45,F,Branca,5,Agricultura,Sul,10.0
25,M,Branca,12,Industria,Sul,10.0
44,F,Branca,16,Comercio,Sul,18.75
42,M,Branca,16,Comercio,Sul,18.75
54,F,Parda,5,Industria,Sul,10.0
38,F,Branca,12,Industria,Sul,12.5
40,M,Branca,11,Agricultura,Sul,21.875
25,M,Parda,13,Agricultura,Sul,11.25
24,M,Branca,12,Industria,Sul,25.0
32,F,Branca,5,Agricultura,Sul,10.0
40,M,Branca,12,Industria,Sul,11.875
58,M,Branca,0,Industria,Sul,11.875
45,F,Branca,6,Comercio,Sul,8.1375
39,M,Branca,11,Industria,Sul,18.3125
32,F,Branca,9,Agricultura,Sul,9.375
48,M,Parda,8,Agricultura,Sul,9.375
43,F,Parda,12,Agricultura,Sul,9.375
35,M,Branca,15,Industria,Sul,25.0
26,F,Branca,11,Industria,Sul,12.5
43,M,Parda,6,Agricultura,Sul,2.5
46,F,Branca,6,Industria,Sul,2.5
21,F,Branca,12,Comercio,Sul,11.25
47,M,Branca,6,Agricultura,Sul,18.75
68,F,Branca,5,Industria,Sul,2.5
47,M,Preta,9,Servicos,Sul,7.575
57,M,Branca,1,Servicos,Sul,18.75
46,M,Branca,5,Industria,Sul,8.25
20,M,Branca,12,Agricultura,Sul,8.25
40,F,Branca,13,Servicos,Sul,17.5
22,M,Branca,15,Industria,Sul,14.375
39,F,Branca,10,Industria,Sul,11.25
39,M,Branca,14,Industria,Sul,20.625
50,M,Branca,12,Agricultura,Sul,18.75
22,F,Branca,16,Comercio,Sul,12.5
26,M,Branca,16,Agricultura,Sul,16.25
32,F,Preta,16,Servicos,Sul,11.25
58,F,Parda,16,Servicos,Sul,15.625
25,F,Parda,16,Comercio,Sul,11.25
28,F,Branca,13,Comercio,Sul,12.975
20,F,Parda,12,Comercio,Sul,11.25
22,F,Branca,12,Industria,Sul,9.375
25,M,Branca,13,Comercio,Sul,13.75
48,F,Branca,12,Industria,Sul,15.625
39,M,Branca,16,Industria,Sul,8.125
22,M,Branca,16,Servicos,Sul,12.5
62,M,Branca,12,Industria,Sul,13.75
45,F,Branca,12,Servicos,Sul,13.75
21,F,Parda,16,Servicos,Sul,12.5
48,M,Branca,12,Industria,Sul,18.75
51,F,Branca,9,Servicos,Sul,9.375
28,F,Branca,12,Agricultura,Sul,11.25
19,M,Branca,12,Agricultura,Sul,11.25
30,M,Parda,5,Agricultura,Sul,10.0
29,F,Parda,9,Agricultura,Sul,9.375
31,M,Parda,9,Agricultura,Sul,9.375
46,F,Parda,12,Agricultura,Sul,9.375
25,F,Parda,16,Comercio,Sul,9.375
26,M,Branca,12,Agricultura,Sul,13.75
24,F,Branca,13,Agricultura,Sul,11.25
57,M,Parda,12,Agricultura,Sul,11.25
35,M,Branca,12,Construcao,Sul,12.5
52,F,Branca,16,Servicos,Sul,30.625
31,M,Branca,11,Construcao,Sul,8.1375
29,M,Branca,1,Agricultura,Sul,12.5
60,M,Branca,9,Agricultura,Sul,11.25
60,F,Branca,9,Servicos,Sul,4.0
33,M,Branca,12,Agricultura,Sul,5.0
32,F,Branca,9,Servicos,Sul,5.0
56,M,Branca,12,Industria,Sul,13.75
61,F,Branca,9,Servicos,Sul,7.575
27,F,Preta,12,Industria,Sul,10.0
29,F,Branca,15,Construcao,Sul,12.5
34,M,Branca,10,Industria,Sul,18.75
40,F,Parda,12,Industria,Sul,12.5
42,M,Parda,12,Industria,Sul,12.5
18,F,Parda,12,Construcao,Sul,5.0
32,M,Branca,12,Agricultura,Sul,25.0
44,M,Branca,5,Agricultura,Sul,4.0625
55,M,Branca,9,Agricultura,Sul,8.1375
36,M,Branca,12,Agricultura,Sul,31.25
32,F,Branca,12,Servicos,Sul,16.25
42,M,Branca,5,Agricultura,Sul,8.1375
38,M,Branca,6,Industria,Sul,18.75
20,F,Branca,12,Agricultura,Sul,31.25
47,M,Branca,5,Agricultura,Sul,12.5
40,M,Branca,5,Agricultura,Sul,31.25
28,F,Preta,16,Servicos,Sul,8.1375
38,M,Branca,11,Agricultura,Sul,8.1375
23,M,Branca,10,Agricultura,Sul,5.625
47,F,Branca,12,Agricultura,Sul,18.75
48,M,Branca,16,Agricultura,Sul,18.75
30,M,Parda,12,Agricultura,Sul,31.25
47,M,Branca,16,Servicos,Sul,31.25
30,F,Parda,9,Servicos,Sul,12.5
56,F,Branca,15,Agricultura,Sul,15.625
35,M,Branca,16,Comercio,Sul,31.25
21,M,Parda,12,Construcao,Sul,10.0
27,M,Branca,12,Agricultura,Sul,13.75
20,M,Branca,12,Construcao,Sul,13.75
20,M,Parda,12,Agricultura,Sul,14.0625
40,M,Branca,12,Industria,Sul,28.125
36,F,Branca,16,Agricultura,Sul,25.0
55,M,Branca,5,Construcao,Sul,2.5
51,F,Branca,16,Servicos,Sul,25.0
54,M,Branca,5,Agricultura,Sul,18.75
59,M,Branca,5,Agricultura,Sul,12.5
31,M,Branca,12,Agricultura,Sul,12.5
38,M,Branca,6,Agricultura,Sul,12.5
40,F,Branca,12,Agricultura,Sul,9.375
41,M,Branca,6,Agricultura,Sul,9.375
62,M,Branca,9,Agricultura,Sul,31.25
36,M,Branca,12,Agricultura,Sul,15.625
51,M,Branca,6,Agricultura,Sul,12.5
28,M,Branca,12,Agricultura,Sul,15.625
21,F,Branca,12,Agricultura,Sul,9.375
57,M,Branca,5,Agricultura,Sul,12.5
46,F,Branca,12,Construcao,Sul,10.0
56,M,Branca,9,Agricultura,Sul,13.75
23,M,Branca,15,Servicos,Sul,21.875
23,F,Branca,16,Servicos,Sul,21.875
36,M,Branca,12,Industria,Sul,18.75
48,F,Branca,16,Servicos,Sul,31.25
24,F,Branca,16,Comercio,Sul,10.0
55,F,Branca,1,Industria,Sul,18.75
41,M,Branca,13,Construcao,Sul,18.75
37,F,Branca,13,Industria,Sul,10.625
58,F,Branca,16,Servicos,Sul,25.0
66,M,Branca,16,Servicos,Sul,15.625
40,F,Branca,12,Industria,Sul,12.5
60,M,Branca,9,Industria,Sul,15.625
46,M,Branca,9,Industria,Sul,25.0
45,F,Branca,11,Agricultura,Sul,11.25
22,M,Branca,13,Industria,Sul,10.0
41,M,Branca,12,Industria,Sul,12.5
21,F,Branca,12,Industria,Sul,10.625
19,F,Branca,12,Comercio,Sul,10.625
38,F,Branca,12,Industria,Sul,9.375
55,F,Branca,16,Comercio,Sul,31.25
24,M,Branca,16,Industria,Sul,18.75
55,F,Branca,16,Industria,Sul,25.0
28,F,Branca,12,Agricultura,Sul,13.125
53,M,Branca,12,Industria,Sul,15.625
47,F,Branca,12,Industria,Sul,15.625
30,M,Parda,12,Industria,Sul,11.25
40,M,Parda,9,Construcao,Sul,18.75
63,F,Branca,5,Comercio,Sul,8.75
58,M,Parda,12,Servicos,Sul,18.75
34,M,Branca,4,Agricultura,Sul,31.25
38,F,Branca,4,Comercio,Sul,8.25
18,F,Parda,11,Industria,Sul,25.0
40,F,Preta,12,Agricultura,Sul,8.125
32,M,Parda,7,Industria,Sul,12.5
35,F,Preta,16,Servicos,Sul,9.375
33,F,Branca,16,Servicos,Sul,15.625
34,F,Parda,12,Industria,Sul,10.0
32,M,Parda,12,Industria,Sul,7.5
48,M,Branca,12,Industria,Sul,12.5
45,F,Branca,16,Servicos,Sul,12.5
39,F,Branca,0,Industria,Sul,16.25
37,M,Branca,0,Industria,Sul,18.75
38,M,Branca,12,Industria,Sul,11.0375
30,F,Branca,0,Industria,Sul,8.1375
57,M,Preta,3,Industria,Sul,13.125
46,F,Parda,0,Servicos,Sul,5.0
35,M,Branca,9,Industria,Sul,12.5
28,M,Branca,12,Agricultura,Sul,9.375
33,M,Preta,9,Industria,Sul,23.75
37,F,Branca,16,Servicos,Sul,30.75
40,M,Parda,6,Agricultura,Sul,31.25
40,F,Branca,9,Industria,Sul,10.625
34,M,Branca,12,Construcao,Sul,12.5
37,M,Parda,4,Industria,Sul,11.875
66,M,Branca,9,Agricultura,Sul,15.625
21,F,Branca,13,Industria,Sul,8.25
54,M,Branca,12,Industria,Sul,31.25
18,F,Branca,11,Comercio,Sul,8.4375
41,M,Branca,11,Industria,Sul,25.0
40,F,Branca,12,Servicos,Sul,12.5
51,M,Branca,12,Industria,Sul,17.5
33,M,Branca,5,Industria,Sul,11.25
29,M,Branca,12,Agricultura,Sul,9.375
24,F,Branca,11,Agricultura,Sul,9.375
